tr1,39, State-gov, 77516, Bachelors, 13, Never-married, Adm-clerical, Not-in-family, White, Male, 2174, 0, 40, United-States, <=50K
tr28606,37, Private, 241962, 11th, 7, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 50, United-States, <=50K
tr28607,34, Private, 338416, 10th, 6, Divorced, Machine-op-inspct, Not-in-family, Black, Male, 0, 0, 60, United-States, <=50K
tr28608,21, ?, 212888, 11th, 7, Married-civ-spouse, ?, Wife, White, Female, 0, 0, 56, United-States, <=50K
tr28609,57, Federal-gov, 310320, Bachelors, 13, Married-civ-spouse, Tech-support, Husband, White, Male, 0, 0, 48, United-States, >50K
tr28610,55, Private, 359972, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 1887, 40, United-States, >50K
tr28611,51, Private, 64643, HS-grad, 9, Never-married, Farming-fishing, Not-in-family, White, Male, 0, 0, 60, ?, <=50K
tr28612,56, Private, 125000, Bachelors, 13, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 40, United-States, >50K
tr28613,32, Private, 286675, Some-college, 10, Never-married, Exec-managerial, Not-in-family, White, Male, 0, 0, 60, United-States, <=50K
tr28614,18, Private, 165532, Some-college, 10, Never-married, Sales, Own-child, White, Male, 0, 0, 15, United-States, <=50K
tr28615,48, Private, 349986, Assoc-voc, 11, Married-spouse-absent, Prof-specialty, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
tr28616,46, Private, 213140, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, ?, >50K
tr28617,41, Federal-gov, 219155, Prof-school, 15, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 50, India, >50K
tr28618,33, Private, 183612, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 20, United-States, <=50K
tr28619,33, Private, 391114, HS-grad, 9, Never-married, Handlers-cleaners, Own-child, White, Male, 0, 0, 40, United-States, <=50K
tr28620,47, Private, 219632, 5th-6th, 3, Married-spouse-absent, Machine-op-inspct, Other-relative, White, Male, 0, 0, 40, Mexico, <=50K
tr28621,46, Self-emp-inc, 320124, HS-grad, 9, Married-civ-spouse, Exec-managerial, Wife, Amer-Indian-Eskimo, Female, 15024, 0, 40, United-States, >50K
tr28622,40, Private, 799281, HS-grad, 9, Divorced, Adm-clerical, Unmarried, White, Female, 0, 0, 38, United-States, <=50K
tr28623,42, Private, 657397, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, Mexico, <=50K
tr28624,31, State-gov, 373432, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 7298, 0, 55, United-States, >50K
tr28625,51, Private, 168660, 11th, 7, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 40, United-States, <=50K
tr28626,44, Private, 191149, Some-college, 10, Divorced, Adm-clerical, Unmarried, White, Female, 0, 0, 57, United-States, <=50K
tr28627,37, Private, 356824, HS-grad, 9, Separated, Tech-support, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
tr28628,25, Private, 191782, 11th, 7, Never-married, Machine-op-inspct, Own-child, Black, Female, 0, 0, 40, United-States, <=50K
tr28629,63, Self-emp-not-inc, 29859, 7th-8th, 4, Married-civ-spouse, Farming-fishing, Husband, White, Male, 7688, 0, 60, United-States, >50K
tr28630,52, Private, 204226, HS-grad, 9, Divorced, Sales, Not-in-family, White, Male, 0, 0, 45, United-States, <=50K
tr28631,42, Local-gov, 246862, Some-college, 10, Divorced, Tech-support, Not-in-family, White, Female, 3325, 0, 40, United-States, <=50K
tr28632,28, Private, 496526, HS-grad, 9, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
tr28633,30, Private, 426431, Masters, 14, Never-married, Prof-specialty, Not-in-family, White, Male, 10520, 0, 40, United-States, >50K
tr28634,34, Private, 84154, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 50, United-States, <=50K
tr28635,37, Federal-gov, 45937, Assoc-acdm, 12, Married-civ-spouse, Exec-managerial, Wife, White, Female, 0, 0, 40, United-States, >50K
tr28636,31, Private, 130021, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 45, United-States, <=50K
tr28637,35, Private, 63021, Some-college, 10, Divorced, Sales, Not-in-family, White, Female, 0, 0, 35, United-States, <=50K
tr28638,38, Private, 65624, HS-grad, 9, Divorced, Exec-managerial, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
tr28639,43, Self-emp-not-inc, 144928, HS-grad, 9, Never-married, Farming-fishing, Not-in-family, White, Male, 0, 0, 60, United-States, <=50K
tr28640,22, Private, 117747, Some-college, 10, Never-married, Craft-repair, Other-relative, Asian-Pac-Islander, Female, 0, 0, 40, Vietnam, <=50K
tr28641,18, Private, 266681, 11th, 7, Never-married, Other-service, Own-child, White, Male, 0, 0, 20, United-States, <=50K
tr28642,26, Private, 152035, HS-grad, 9, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
tr28643,36, Private, 190023, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 60, United-States, >50K
tr28644,43, Private, 233130, HS-grad, 9, Divorced, Sales, Not-in-family, White, Male, 0, 0, 20, United-States, <=50K
tr28645,21, Private, 149637, Some-college, 10, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 25, United-States, <=50K
tr28646,62, Federal-gov, 224277, Some-college, 10, Widowed, Protective-serv, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
tr28647,26, Private, 121559, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
tr28648,54, Self-emp-not-inc, 230951, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, >50K
tr28649,18, Private, 345285, 11th, 7, Never-married, Sales, Own-child, White, Female, 0, 0, 20, United-States, <=50K
tr28650,65, Self-emp-not-inc, 28367, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 55, United-States, <=50K
tr28651,41, Private, 320744, HS-grad, 9, Never-married, Craft-repair, Not-in-family, White, Male, 3325, 0, 50, United-States, <=50K
tr28652,56, Private, 151474, 9th, 5, Divorced, Sales, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
tr28653,50, Private, 135465, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States, >50K
tr28654,22, Private, 210781, Bachelors, 13, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 35, United-States, <=50K
tr28655,36, Local-gov, 359001, Some-college, 10, Married-civ-spouse, Protective-serv, Husband, White, Male, 0, 0, 48, United-States, <=50K
tr28656,48, Private, 119471, Doctorate, 16, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male, 0, 0, 40, India, >50K
tr28657,35, Private, 283122, Some-college, 10, Married-civ-spouse, Tech-support, Husband, White, Male, 0, 0, 45, United-States, <=50K
tr28658,32, ?, 169186, HS-grad, 9, Married-civ-spouse, ?, Husband, White, Male, 0, 0, 5, United-States, <=50K
tr28659,56, Private, 158752, Masters, 14, Married-civ-spouse, Exec-managerial, Wife, White, Female, 0, 0, 50, United-States, <=50K
tr28660,41, Private, 96741, Assoc-acdm, 12, Divorced, Sales, Unmarried, White, Male, 0, 0, 40, United-States, <=50K
tr28661,38, State-gov, 255191, HS-grad, 9, Never-married, Other-service, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
tr28662,34, Private, 177733, 9th, 5, Separated, Machine-op-inspct, Unmarried, White, Female, 0, 0, 35, Dominican-Republic, <=50K
tr28663,36, ?, 187203, Assoc-voc, 11, Divorced, ?, Own-child, White, Male, 0, 0, 50, United-States, <=50K
tr28664,42, Private, 168515, Assoc-voc, 11, Divorced, Prof-specialty, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
tr28665,33, Private, 122672, HS-grad, 9, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 50, United-States, <=50K
tr28666,69, Local-gov, 179813, 10th, 6, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 10, United-States, <=50K
tr28667,32, Private, 178623, Assoc-acdm, 12, Never-married, Sales, Not-in-family, Black, Female, 0, 0, 46, Trinadad&Tobago, <=50K
tr28668,50, Private, 41890, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
tr28669,40, Private, 373050, 12th, 8, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 40, ?, <=50K
tr28670,45, Private, 80430, HS-grad, 9, Divorced, Other-service, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
tr28671,24, Private, 330571, Bachelors, 13, Married-civ-spouse, Prof-specialty, Wife, White, Female, 0, 0, 40, United-States, <=50K
tr28672,28, Private, 209205, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 60, United-States, >50K
tr28673,21, Private, 132243, Assoc-acdm, 12, Never-married, Other-service, Own-child, White, Female, 0, 0, 5, United-States, <=50K
tr28674,43, Self-emp-not-inc, 237670, Assoc-voc, 11, Divorced, Exec-managerial, Not-in-family, White, Male, 0, 0, 25, United-States, <=50K
tr28675,22, Private, 193586, HS-grad, 9, Never-married, Sales, Not-in-family, White, Female, 0, 0, 25, United-States, <=50K
tr28676,62, Self-emp-not-inc, 197353, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 1740, 40, United-States, <=50K
tr28677,21, Self-emp-not-inc, 74538, Some-college, 10, Never-married, Tech-support, Not-in-family, White, Male, 0, 0, 25, United-States, <=50K
tr28678,37, Private, 89718, Some-college, 10, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 45, United-States, <=50K
tr28679,34, Private, 93169, Some-college, 10, Divorced, Other-service, Unmarried, Black, Female, 0, 0, 40, United-States, <=50K
tr28680,74, Self-emp-not-inc, 292915, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 1825, 12, United-States, >50K
tr28681,43, Private, 328570, Some-college, 10, Divorced, Machine-op-inspct, Unmarried, Black, Female, 0, 0, 38, United-States, <=50K
tr28682,25, Private, 312157, Some-college, 10, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
tr28683,43, Private, 193459, 11th, 7, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 40, United-States, <=50K
tr28684,23, Private, 236804, 11th, 7, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 40, United-States, <=50K
tr28685,33, Private, 126223, HS-grad, 9, Separated, Machine-op-inspct, Unmarried, Black, Female, 0, 0, 40, United-States, <=50K
tr28686,51, State-gov, 172281, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 35, United-States, >50K
tr28687,64, Private, 153894, Bachelors, 13, Never-married, Sales, Unmarried, White, Female, 0, 0, 40, Peru, <=50K
tr28688,35, Private, 331395, Some-college, 10, Never-married, Exec-managerial, Not-in-family, White, Male, 0, 0, 50, United-States, <=50K
tr28689,69, Self-emp-not-inc, 92472, 10th, 6, Married-spouse-absent, Farming-fishing, Not-in-family, White, Male, 3273, 0, 45, United-States, <=50K
tr28690,32, Private, 318647, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 48, United-States, >50K
tr28691,20, Private, 332931, Some-college, 10, Never-married, Other-service, Own-child, White, Female, 0, 0, 40, United-States, <=50K
tr28692,66, Self-emp-inc, 76212, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 50, United-States, >50K
tr28693,31, Private, 301168, Some-college, 10, Never-married, Craft-repair, Not-in-family, White, Male, 0, 0, 40, Italy, <=50K
tr28694,22, Private, 440969, Some-college, 10, Never-married, Other-service, Own-child, White, Female, 0, 0, 24, United-States, <=50K
tr28695,23, Private, 218343, Assoc-acdm, 12, Never-married, Sales, Own-child, White, Female, 0, 0, 40, United-States, <=50K
tr28696,21, Private, 239577, Some-college, 10, Never-married, Adm-clerical, Own-child, White, Male, 0, 0, 40, United-States, <=50K
tr28697,36, Private, 247936, HS-grad, 9, Married-civ-spouse, Other-service, Wife, Asian-Pac-Islander, Female, 0, 0, 2, Taiwan, <=50K
tr28698,62, Local-gov, 203525, 7th-8th, 4, Married-civ-spouse, Craft-repair, Husband, White, Male, 2829, 0, 40, United-States, <=50K
tr28699,24, Private, 182342, HS-grad, 9, Never-married, Handlers-cleaners, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
tr28700,45, Private, 25649, Some-college, 10, Married-civ-spouse, Transport-moving, Husband, White, Male, 7298, 0, 50, United-States, >50K
tr28701,27, Private, 243569, 11th, 7, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 3942, 0, 40, United-States, <=50K
tr28702,38, Private, 187870, Prof-school, 15, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 2415, 90, United-States, >50K
tr28703,20, ?, 289116, Some-college, 10, Never-married, ?, Own-child, White, Female, 0, 0, 5, United-States, <=50K
tr28704,17, ?, 34019, 10th, 6, Never-married, ?, Own-child, White, Male, 0, 0, 20, United-States, <=50K
tr28705,17, ?, 250541, 11th, 7, Never-married, ?, Own-child, Black, Male, 0, 0, 8, United-States, <=50K
tr28706,21, Self-emp-not-inc, 318987, Assoc-voc, 11, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 40, United-States, <=50K
tr28707,56, Self-emp-not-inc, 140558, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, <=50K
tr28708,59, Local-gov, 303455, Masters, 14, Widowed, Prof-specialty, Unmarried, White, Female, 4787, 0, 60, United-States, >50K
tr28709,37, Self-emp-not-inc, 76855, Some-college, 10, Divorced, Exec-managerial, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
tr28710,52, Private, 308764, Some-college, 10, Divorced, Exec-managerial, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
tr28711,50, Federal-gov, 339905, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, >50K
tr28712,55, Private, 227856, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 7298, 0, 60, United-States, >50K
tr28713,55, Private, 156430, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, >50K
tr28714,45, ?, 98265, HS-grad, 9, Divorced, ?, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
tr28715,39, Private, 187167, Some-college, 10, Divorced, Exec-managerial, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
tr28716,28, Private, 184078, 12th, 8, Divorced, Machine-op-inspct, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
tr28717,38, Private, 108140, Bachelors, 13, Divorced, Tech-support, Other-relative, White, Male, 0, 0, 40, United-States, <=50K
tr28718,44, Private, 150533, Some-college, 10, Separated, Craft-repair, Not-in-family, White, Male, 0, 1876, 55, United-States, <=50K
tr28719,51, Self-emp-not-inc, 313702, HS-grad, 9, Never-married, Sales, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
tr28720,20, Private, 39803, Some-college, 10, Never-married, Other-service, Own-child, White, Male, 0, 1719, 36, United-States, <=50K
tr28721,25, Private, 252752, Some-college, 10, Never-married, Transport-moving, Not-in-family, White, Female, 0, 0, 45, United-States, <=50K
tr28722,52, Private, 111700, Some-college, 10, Divorced, Sales, Other-relative, White, Female, 0, 0, 20, United-States, >50K
tr28723,45, Private, 361842, HS-grad, 9, Widowed, Craft-repair, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
tr28724,17, Private, 231438, 11th, 7, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 12, United-States, <=50K
tr28725,20, Private, 178469, HS-grad, 9, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female, 0, 0, 15, ?, <=50K
tr28726,34, Private, 112212, HS-grad, 9, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 1485, 40, United-States, <=50K
tr28727,74, Self-emp-not-inc, 109101, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 4, United-States, <=50K
tr28728,58, Federal-gov, 72998, 11th, 7, Divorced, Craft-repair, Not-in-family, Black, Female, 14084, 0, 40, United-States, >50K
tr28729,44, Private, 147265, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, >50K
tr28730,23, State-gov, 314645, Assoc-acdm, 12, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 25, United-States, <=50K
tr28731,23, Private, 444554, HS-grad, 9, Never-married, Handlers-cleaners, Own-child, White, Male, 0, 0, 50, United-States, <=50K
tr28732,27, Private, 129629, Assoc-voc, 11, Never-married, Tech-support, Other-relative, White, Female, 0, 0, 36, United-States, <=50K
tr28733,34, Private, 106761, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 45, United-States, >50K
tr28734,18, Private, 189924, HS-grad, 9, Never-married, Sales, Own-child, White, Female, 0, 0, 24, United-States, <=50K
tr28735,33, Private, 311194, 11th, 7, Never-married, Sales, Unmarried, Black, Female, 0, 0, 17, United-States, <=50K
tr28736,50, Self-emp-not-inc, 89737, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 48, United-States, <=50K
tr28737,47, Private, 49298, HS-grad, 9, Divorced, Sales, Not-in-family, White, Male, 0, 0, 50, United-States, <=50K
tr28738,50, Self-emp-inc, 190333, Prof-school, 15, Married-civ-spouse, Prof-specialty, Husband, White, Male, 99999, 0, 55, United-States, >50K
tr28739,18, Private, 251923, 11th, 7, Never-married, Sales, Own-child, White, Female, 0, 0, 15, United-States, <=50K
tr28740,49, Local-gov, 298445, Prof-school, 15, Married-civ-spouse, Prof-specialty, Wife, White, Female, 0, 1977, 60, United-States, >50K
tr28741,34, Private, 180284, Some-college, 10, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 50, United-States, <=50K
tr28742,51, Private, 154342, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 7688, 0, 45, United-States, >50K
tr28743,56, State-gov, 68658, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, >50K
tr28744,64, Private, 203783, HS-grad, 9, Widowed, Adm-clerical, Unmarried, White, Female, 0, 0, 8, United-States, <=50K
tr28745,23, Private, 250037, Some-college, 10, Never-married, Farming-fishing, Not-in-family, White, Female, 0, 0, 50, United-States, <=50K
tr28746,33, Private, 158688, Some-college, 10, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 40, United-States, <=50K
tr28747,43, Private, 214781, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 45, United-States, <=50K
tr28748,60, Federal-gov, 404023, HS-grad, 9, Divorced, Exec-managerial, Not-in-family, White, Male, 10520, 0, 40, United-States, >50K
tr28749,57, State-gov, 109015, 12th, 8, Divorced, Other-service, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
tr28750,22, Private, 194630, Bachelors, 13, Never-married, Sales, Not-in-family, White, Male, 0, 0, 45, United-States, <=50K
tr28751,54, Private, 35576, Some-college, 10, Married-civ-spouse, Sales, Husband, White, Male, 0, 2415, 50, United-States, >50K
tr28752,39, Federal-gov, 363630, HS-grad, 9, Married-civ-spouse, Adm-clerical, Husband, Black, Male, 7688, 0, 52, United-States, >50K
tr28753,32, Self-emp-not-inc, 182926, Masters, 14, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
tr28754,20, Private, 117222, Some-college, 10, Never-married, Tech-support, Own-child, White, Male, 0, 0, 15, United-States, <=50K
tr28755,30, Private, 110643, Some-college, 10, Never-married, Exec-managerial, Not-in-family, White, Male, 0, 0, 52, United-States, <=50K
tr28756,56, Self-emp-not-inc, 170217, HS-grad, 9, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 45, United-States, <=50K
tr28757,34, Private, 193285, HS-grad, 9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 40, United-States, <=50K
tr28758,32, Private, 161075, HS-grad, 9, Never-married, Craft-repair, Unmarried, White, Male, 0, 0, 40, United-States, <=50K
tr28759,59, Private, 322691, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 50, United-States, >50K
tr28760,19, Private, 229431, Some-college, 10, Never-married, Prof-specialty, Own-child, White, Male, 0, 0, 11, United-States, <=50K
tr28761,60, ?, 106282, 9th, 5, Widowed, ?, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
tr28762,29, Private, 105694, HS-grad, 9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 42, United-States, <=50K
tr28763,24, Private, 199883, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 60, United-States, <=50K
tr28764,41, State-gov, 100800, Masters, 14, Divorced, Prof-specialty, Not-in-family, White, Male, 0, 0, 35, United-States, <=50K
tr28765,23, Private, 256278, 7th-8th, 4, Married-civ-spouse, Handlers-cleaners, Other-relative, Other, Female, 0, 0, 30, El-Salvador, <=50K
tr28766,32, Private, 156464, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 1902, 50, United-States, >50K
tr28767,51, Self-emp-inc, 129525, HS-grad, 9, Never-married, Sales, Other-relative, White, Male, 0, 0, 40, ?, <=50K
tr28768,18, Private, 285013, HS-grad, 9, Never-married, Sales, Own-child, White, Male, 0, 0, 10, United-States, <=50K
tr28769,28, Private, 248911, Some-college, 10, Never-married, Exec-managerial, Own-child, White, Female, 0, 0, 40, ?, <=50K
tr28770,33, ?, 369386, Some-college, 10, Married-civ-spouse, ?, Wife, White, Female, 5178, 0, 40, United-States, >50K
tr28771,38, Private, 219902, HS-grad, 9, Separated, Transport-moving, Unmarried, Black, Female, 0, 0, 30, United-States, <=50K
tr28772,29, Private, 375482, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 50, England, <=50K
tr28773,31, Private, 183000, Prof-school, 15, Never-married, Tech-support, Not-in-family, White, Male, 0, 0, 55, United-States, <=50K
tr28774,34, Private, 28053, Bachelors, 13, Married-spouse-absent, Adm-clerical, Not-in-family, White, Female, 0, 0, 25, United-States, <=50K
tr28775,34, Private, 242984, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 1887, 45, United-States, >50K
tr28776,66, State-gov, 132055, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 1825, 40, United-States, >50K
tr28777,41, Private, 212894, 5th-6th, 3, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 40, Guatemala, <=50K
tr28778,62, Private, 223975, 7th-8th, 4, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 20, United-States, <=50K
tr28779,58, Private, 357788, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, Black, Male, 0, 0, 40, United-States, <=50K
tr28780,40, Private, 406811, HS-grad, 9, Separated, Exec-managerial, Unmarried, White, Female, 0, 0, 40, Canada, <=50K
tr28781,24, Private, 154422, Bachelors, 13, Never-married, Exec-managerial, Own-child, Asian-Pac-Islander, Female, 0, 0, 40, Philippines, <=50K
tr28782,47, Private, 140644, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, >50K
tr28783,19, Private, 355477, HS-grad, 9, Never-married, Other-service, Own-child, Black, Male, 0, 0, 25, United-States, <=50K
tr28784,32, Private, 151773, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 45, United-States, <=50K
tr28785,51, State-gov, 341548, Some-college, 10, Divorced, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
tr28786,25, Private, 512771, 9th, 5, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 45, United-States, <=50K
tr28787,60, ?, 141580, Masters, 14, Married-civ-spouse, ?, Husband, White, Male, 0, 0, 40, United-States, <=50K
tr28788,22, Private, 48988, Some-college, 10, Never-married, Transport-moving, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
tr28789,29, Private, 201022, Bachelors, 13, Married-civ-spouse, Exec-managerial, Wife, White, Female, 0, 0, 50, United-States, >50K
tr28790,20, Private, 82777, HS-grad, 9, Married-civ-spouse, Sales, Own-child, White, Male, 0, 0, 40, United-States, <=50K
tr28791,42, Private, 152676, 7th-8th, 4, Divorced, Craft-repair, Unmarried, White, Male, 0, 0, 40, Puerto-Rico, <=50K
tr28792,18, Private, 115815, HS-grad, 9, Never-married, Machine-op-inspct, Own-child, White, Male, 0, 0, 20, United-States, <=50K
tr28793,23, Private, 168009, 10th, 6, Married-civ-spouse, Machine-op-inspct, Own-child, Asian-Pac-Islander, Female, 0, 0, 40, Vietnam, <=50K
tr28794,28, Private, 213152, Bachelors, 13, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 40, ?, >50K
tr28795,55, Private, 89690, Bachelors, 13, Divorced, Prof-specialty, Not-in-family, White, Female, 0, 0, 40, United-States, >50K
tr28796,40, Private, 126868, HS-grad, 9, Divorced, Machine-op-inspct, Not-in-family, Black, Male, 0, 0, 40, United-States, <=50K
tr28797,52, Private, 95128, Some-college, 10, Divorced, Sales, Not-in-family, White, Male, 0, 0, 50, United-States, <=50K
tr28798,37, Private, 185567, HS-grad, 9, Divorced, Machine-op-inspct, Unmarried, White, Male, 0, 0, 40, United-States, >50K
tr28799,35, Private, 216256, Assoc-voc, 11, Never-married, Other-service, Not-in-family, White, Male, 0, 0, 60, United-States, <=50K
tr28800,45, Private, 182541, Some-college, 10, Divorced, Machine-op-inspct, Unmarried, White, Male, 0, 0, 48, United-States, <=50K
tr28801,39, Private, 172855, HS-grad, 9, Divorced, Adm-clerical, Unmarried, Black, Female, 0, 0, 40, United-States, <=50K
tr28802,54, Private, 68684, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 44, United-States, <=50K
tr28803,42, Private, 364832, 7th-8th, 4, Divorced, Sales, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
tr28804,26, ?, 264300, Some-college, 10, Married-civ-spouse, ?, Wife, White, Female, 0, 0, 20, United-States, <=50K
tr28805,59, Self-emp-inc, 349910, Assoc-acdm, 12, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
tr28806,42, Private, 276218, HS-grad, 9, Married-civ-spouse, Sales, Wife, White, Female, 0, 0, 40, United-States, >50K
tr28807,22, Private, 251196, Some-college, 10, Never-married, Protective-serv, Own-child, Black, Female, 0, 0, 20, United-States, <=50K
tr28808,33, Private, 196898, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
tr28809,39, Private, 58343, Some-college, 10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, >50K
tr28810,46, Private, 415051, Some-college, 10, Married-civ-spouse, Sales, Husband, Black, Male, 0, 0, 60, United-States, >50K
tr28811,24, Private, 174043, Bachelors, 13, Never-married, Other-service, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
tr28812,28, Private, 129460, Assoc-voc, 11, Married-civ-spouse, Handlers-cleaners, Wife, White, Female, 0, 0, 30, Ecuador, <=50K
tr28813,21, State-gov, 110946, HS-grad, 9, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 43, United-States, <=50K
tr28814,22, Private, 313873, 11th, 7, Never-married, Craft-repair, Own-child, White, Male, 0, 0, 30, United-States, <=50K
