tst1,50, Self-emp-not-inc, 83311, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 13, United-States,?
tst1228,49, Private, 274720, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, Black, Male, 0, 0, 40, United-States,?
tst1229,56, Self-emp-not-inc, 403072, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 50, United-States,?
tst1230,36, Private, 116608, HS-grad, 9, Divorced, Exec-managerial, Not-in-family, White, Female, 0, 0, 40, United-States,?
tst1231,24, State-gov, 506329, Some-college, 10, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Male, 0, 0, 40, ?,?
tst1232,20, Private, 316043, 11th, 7, Never-married, Other-service, Own-child, Black, Male, 594, 0, 20, United-States,?
tst1233,48, Private, 39530, HS-grad, 9, Divorced, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States,?
tst1234,65, Private, 398001, HS-grad, 9, Widowed, Adm-clerical, Not-in-family, White, Female, 0, 0, 20, United-States,?
tst1235,19, Private, 198459, HS-grad, 9, Never-married, Adm-clerical, Own-child, White, Male, 0, 2001, 40, United-States,?
tst1236,29, Private, 210464, 9th, 5, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States,?
tst1237,48, Private, 174533, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States,?
tst1238,26, Private, 94392, 11th, 7, Separated, Other-service, Unmarried, White, Female, 0, 0, 20, United-States,?
tst1239,44, Private, 104196, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 45, United-States,?
tst1240,54, State-gov, 137065, Doctorate, 16, Never-married, Exec-managerial, Not-in-family, White, Female, 0, 0, 40, United-States,?
tst1241,63, ?, 310396, 9th, 5, Married-civ-spouse, ?, Husband, White, Male, 5178, 0, 40, United-States,?
tst1242,55, Private, 306164, HS-grad, 9, Married-civ-spouse, Other-service, Husband, Black, Male, 0, 0, 40, United-States,?
tst1243,36, Private, 126946, Some-college, 10, Separated, Craft-repair, Not-in-family, White, Male, 0, 0, 40, United-States,?
tst1244,46, Private, 140782, Assoc-acdm, 12, Divorced, Prof-specialty, Not-in-family, White, Female, 0, 0, 50, United-States,?
tst1245,49, State-gov, 122066, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 45, United-States,?
tst1246,62, Without-pay, 170114, Assoc-acdm, 12, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 50, United-States,?
tst1247,19, Private, 118306, HS-grad, 9, Never-married, Handlers-cleaners, Own-child, White, Male, 0, 0, 16, United-States,?
tst1248,22, Private, 56582, HS-grad, 9, Never-married, Farming-fishing, Not-in-family, White, Male, 0, 0, 50, United-States,?
tst1249,36, Self-emp-inc, 180419, HS-grad, 9, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 45, United-States,?
tst1250,28, Private, 293926, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 1740, 30, United-States,?
tst1251,33, Private, 178587, Some-college, 10, Separated, Prof-specialty, Unmarried, White, Female, 0, 0, 37, United-States,?
tst1252,17, ?, 145258, 11th, 7, Never-married, ?, Other-relative, White, Female, 0, 0, 25, United-States,?
tst1253,27, Private, 230563, HS-grad, 9, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 40, United-States,?
tst1254,53, Private, 113176, HS-grad, 9, Divorced, Sales, Not-in-family, White, Female, 2597, 0, 40, United-States,?
tst1255,67, Private, 336163, HS-grad, 9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 24, United-States,?
tst1256,20, ?, 189740, Some-college, 10, Never-married, ?, Own-child, White, Female, 0, 0, 32, United-States,?
tst1257,62, Private, 201928, HS-grad, 9, Widowed, Craft-repair, Unmarried, Black, Female, 0, 0, 40, United-States,?
tst1258,37, Private, 409189, HS-grad, 9, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 30, Mexico,?
tst1259,21, State-gov, 24008, Some-college, 10, Never-married, Craft-repair, Own-child, White, Male, 0, 0, 35, United-States,?
tst1260,45, Private, 122206, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 40, United-States,?
tst1261,30, Private, 167309, Bachelors, 13, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 1902, 40, United-States,?
tst1262,48, Federal-gov, 497486, HS-grad, 9, Married-spouse-absent, Adm-clerical, Unmarried, White, Female, 1471, 0, 40, United-States,?
tst1263,41, Self-emp-inc, 32016, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 62, United-States,?
tst1264,48, Private, 148549, Bachelors, 13, Never-married, Exec-managerial, Not-in-family, White, Male, 0, 0, 50, United-States,?
tst1265,20, Private, 148409, Some-college, 10, Never-married, Sales, Other-relative, White, Male, 1055, 0, 20, United-States,?
tst1266,33, Private, 121488, Bachelors, 13, Never-married, Sales, Not-in-family, White, Female, 0, 0, 40, United-States,?
tst1267,57, Local-gov, 143910, Bachelors, 13, Divorced, Exec-managerial, Not-in-family, White, Male, 0, 0, 40, United-States,?
tst1268,48, Private, 149210, Bachelors, 13, Divorced, Sales, Not-in-family, Black, Male, 0, 0, 40, United-States,?
tst1269,40, Self-emp-not-inc, 165108, Bachelors, 13, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 40, England,?
tst1270,25, Private, 233461, Assoc-acdm, 12, Never-married, Tech-support, Not-in-family, White, Male, 0, 0, 30, United-States,?
tst1271,26, Private, 60722, Bachelors, 13, Never-married, Prof-specialty, Own-child, Asian-Pac-Islander, Female, 0, 0, 40, United-States,?
tst1272,17, Private, 167658, 12th, 8, Never-married, Sales, Own-child, White, Female, 0, 0, 6, United-States,?
tst1273,24, Private, 90934, Bachelors, 13, Never-married, Sales, Own-child, Asian-Pac-Islander, Male, 0, 0, 55, United-States,?
tst1274,54, Federal-gov, 27432, HS-grad, 9, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 40, United-States,?
tst1275,32, Private, 188154, Some-college, 10, Divorced, Machine-op-inspct, Unmarried, White, Female, 0, 0, 40, United-States,?
tst1276,22, Private, 148294, 11th, 7, Never-married, Craft-repair, Own-child, White, Male, 0, 0, 35, United-States,?
tst1277,42, Private, 195508, 11th, 7, Married-civ-spouse, Transport-moving, Husband, Black, Male, 0, 0, 40, United-States,?
tst1278,26, Private, 122206, HS-grad, 9, Never-married, Craft-repair, Other-relative, White, Male, 0, 0, 40, United-States,?
tst1279,50, Private, 65408, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 50, United-States,?
tst1280,45, Private, 277434, Assoc-acdm, 12, Widowed, Tech-support, Unmarried, White, Male, 0, 0, 40, United-States,?
tst1281,30, Private, 63861, Assoc-acdm, 12, Never-married, Tech-support, Not-in-family, White, Female, 0, 0, 40, United-States,?
tst1282,20, Private, 388156, Some-college, 10, Never-married, Prof-specialty, Own-child, White, Male, 0, 0, 24, United-States,?
tst1283,39, Private, 134367, Masters, 14, Married-civ-spouse, Prof-specialty, Wife, White, Female, 0, 1977, 24, United-States,?
tst1284,21, Private, 89991, Some-college, 10, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 40, United-States,?
tst1285,25, Private, 152046, Bachelors, 13, Never-married, Prof-specialty, Own-child, White, Female, 0, 0, 40, Guatemala,?
tst1286,30, Private, 165686, Bachelors, 13, Never-married, Other-service, Not-in-family, White, Female, 0, 0, 40, United-States,?
tst1287,53, Private, 147476, HS-grad, 9, Divorced, Exec-managerial, Not-in-family, Black, Female, 0, 0, 40, United-States,?
tst1288,26, Private, 94477, Some-college, 10, Married-civ-spouse, Transport-moving, Husband, White, Male, 7298, 0, 55, United-States,?
tst1289,24, Private, 418405, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States,?
tst1290,40, Private, 241895, Some-college, 10, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 40, United-States,?
tst1291,46, Local-gov, 14878, Prof-school, 15, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male, 0, 0, 40, Philippines,?
tst1292,41, Self-emp-inc, 146659, Some-college, 10, Divorced, Machine-op-inspct, Not-in-family, White, Female, 0, 0, 40, Honduras,?
tst1293,36, Private, 112512, 12th, 8, Separated, Other-service, Unmarried, White, Female, 0, 0, 40, Mexico,?
tst1294,46, Private, 456062, Doctorate, 16, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 2415, 55, United-States,?
tst1295,54, Private, 176240, Masters, 14, Married-civ-spouse, Transport-moving, Husband, White, Male, 7688, 0, 60, United-States,?
tst1296,29, Private, 174419, HS-grad, 9, Never-married, Other-service, Unmarried, White, Female, 0, 0, 30, United-States,?
tst1297,62, Private, 115387, HS-grad, 9, Never-married, Handlers-cleaners, Other-relative, Black, Female, 0, 0, 40, United-States,?
tst1298,35, Private, 186815, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States,?
tst1299,46, State-gov, 164023, Some-college, 10, Married-civ-spouse, Protective-serv, Husband, Black, Male, 0, 0, 70, United-States,?
tst1300,27, Private, 341504, Some-college, 10, Never-married, Adm-clerical, Unmarried, White, Female, 0, 0, 40, United-States,?
tst1301,38, Private, 102945, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 52, United-States,?
tst1302,34, Private, 148226, HS-grad, 9, Never-married, Machine-op-inspct, Unmarried, Black, Female, 0, 0, 48, United-States,?
tst1303,43, Local-gov, 413760, Some-college, 10, Separated, Craft-repair, Not-in-family, Black, Male, 0, 0, 40, United-States,?
tst1304,43, Private, 191765, HS-grad, 9, Divorced, Tech-support, Unmarried, Black, Female, 0, 0, 35, United-States,?
tst1305,56, Self-emp-not-inc, 323639, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 25, United-States,?
tst1306,40, Self-emp-not-inc, 173716, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 45, United-States,?
tst1307,38, Self-emp-inc, 244803, Some-college, 10, Married-civ-spouse, Sales, Husband, White, Male, 0, 1485, 60, Cuba,?
tst1308,46, Private, 63299, HS-grad, 9, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 50, United-States,?
tst1309,44, Private, 183542, Bachelors, 13, Widowed, Prof-specialty, Unmarried, White, Female, 0, 0, 32, United-States,?
tst1310,36, Local-gov, 61299, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States,?
tst1311,54, Local-gov, 173050, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 7688, 0, 40, United-States,?
tst1312,36, Private, 195385, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male, 0, 0, 40, United-States,?
tst1313,25, Private, 184303, Some-college, 10, Separated, Priv-house-serv, Other-relative, White, Female, 0, 0, 30, El-Salvador,?
tst1314,17, Private, 230789, 9th, 5, Never-married, Sales, Own-child, Black, Male, 0, 0, 22, United-States,?
tst1315,46, Private, 149640, 7th-8th, 4, Married-spouse-absent, Transport-moving, Not-in-family, White, Male, 0, 0, 45, United-States,?
tst1316,43, Private, 45156, Some-college, 10, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 60, United-States,?
tst1317,37, Self-emp-not-inc, 137527, Doctorate, 16, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 2559, 60, United-States,?
tst1318,55, Self-emp-not-inc, 170350, HS-grad, 9, Divorced, Other-service, Other-relative, White, Female, 0, 0, 40, United-States,?
tst1319,55, Private, 193374, Some-college, 10, Married-civ-spouse, Tech-support, Husband, White, Male, 0, 0, 40, United-States,?
tst1320,35, Private, 174503, HS-grad, 9, Divorced, Craft-repair, Not-in-family, White, Female, 0, 0, 40, United-States,?
tst1321,41, Private, 176452, HS-grad, 9, Married-civ-spouse, Tech-support, Husband, White, Male, 0, 0, 40, Peru,?
tst1322,20, Private, 447488, 9th, 5, Never-married, Other-service, Unmarried, White, Male, 0, 0, 30, Mexico,?
tst1323,58, Private, 205410, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States,?
tst1324,54, Private, 139347, HS-grad, 9, Widowed, Adm-clerical, Unmarried, White, Female, 0, 0, 40, United-States,?
tst1325,35, Private, 112077, HS-grad, 9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 5013, 0, 40, United-States,?
tst1326,31, Private, 167319, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States,?
tst1327,49, State-gov, 131302, Assoc-voc, 11, Divorced, Adm-clerical, Not-in-family, Black, Female, 0, 0, 44, United-States,?
tst1328,49, State-gov, 36177, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 45, United-States,?
tst1329,60, Private, 166330, HS-grad, 9, Married-civ-spouse, Adm-clerical, Wife, White, Female, 0, 0, 40, United-States,?
tst1330,62, State-gov, 199198, Assoc-voc, 11, Widowed, Exec-managerial, Unmarried, Black, Female, 0, 0, 40, United-States,?
tst1331,42, Private, 121055, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 60, United-States,?
tst1332,56, Private, 174040, HS-grad, 9, Divorced, Other-service, Not-in-family, White, Male, 0, 0, 40, United-States,?
tst1333,18, Private, 192409, Some-college, 10, Never-married, Sales, Own-child, White, Female, 0, 0, 20, United-States,?
tst1334,26, Self-emp-not-inc, 102476, HS-grad, 9, Never-married, Craft-repair, Own-child, White, Male, 0, 0, 50, United-States,?
tst1335,35, Self-emp-not-inc, 348771, 11th, 7, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 36, United-States,?
tst1336,42, Self-emp-inc, 78765, Some-college, 10, Divorced, Exec-managerial, Unmarried, White, Male, 0, 0, 90, United-States,?
tst1337,27, Private, 119793, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 55, ?,?
tst1338,41, Private, 178002, HS-grad, 9, Married-civ-spouse, Adm-clerical, Wife, White, Female, 0, 0, 40, United-States,?
tst1339,25, Private, 202033, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States,?
tst1340,51, Private, 205884, Some-college, 10, Married-civ-spouse, Tech-support, Wife, White, Female, 0, 0, 40, United-States,?
tst1341,41, Private, 206066, Some-college, 10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States,?
tst1342,36, Private, 32334, Assoc-voc, 11, Married-civ-spouse, Exec-managerial, Wife, White, Female, 0, 0, 50, United-States,?
tst1343,36, Private, 115700, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 50, United-States,?
tst1344,51, Private, 142835, 11th, 7, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States,?
tst1345,22, Local-gov, 412316, HS-grad, 9, Never-married, Handlers-cleaners, Own-child, Black, Male, 0, 0, 40, United-States,?
tst1346,36, Self-emp-not-inc, 138940, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 4386, 0, 50, United-States,?
tst1347,51, Private, 123429, Assoc-acdm, 12, Divorced, Tech-support, Not-in-family, White, Male, 0, 0, 30, United-States,?
tst1348,61, Private, 280088, 7th-8th, 4, Divorced, Machine-op-inspct, Unmarried, White, Female, 0, 0, 40, United-States,?
tst1349,21, Private, 32950, Some-college, 10, Never-married, Sales, Unmarried, White, Male, 0, 0, 40, United-States,?
tst1350,41, Private, 67339, Bachelors, 13, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, ?,?
tst1351,27, State-gov, 192355, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 50, United-States,?
tst1352,42, Local-gov, 255847, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 40, United-States,?
tst1353,35, Private, 114765, Bachelors, 13, Divorced, Sales, Not-in-family, White, Female, 0, 0, 40, United-States,?
tst1354,28, Private, 411587, Some-college, 10, Never-married, Protective-serv, Own-child, White, Male, 0, 0, 40, Honduras,?
tst1355,60, Private, 93997, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 15024, 0, 45, United-States,?
tst1356,59, Private, 126677, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States,?
tst1357,24, Private, 442274, HS-grad, 9, Never-married, Exec-managerial, Own-child, White, Male, 0, 0, 40, United-States,?
tst1358,58, Self-emp-not-inc, 131991, Bachelors, 13, Never-married, Farming-fishing, Own-child, White, Male, 0, 0, 72, United-States,?
tst1359,69, ?, 106566, Doctorate, 16, Married-civ-spouse, ?, Husband, White, Male, 0, 0, 50, United-States,?
tst1360,25, Private, 353795, Some-college, 10, Married-civ-spouse, Adm-clerical, Wife, Black, Female, 3103, 0, 40, United-States,?
tst1361,26, Private, 176008, HS-grad, 9, Divorced, Adm-clerical, Own-child, White, Female, 0, 0, 40, United-States,?
tst1362,26, Private, 66638, Bachelors, 13, Never-married, Exec-managerial, Not-in-family, White, Female, 0, 0, 50, United-States,?
tst1363,37, State-gov, 117651, Bachelors, 13, Never-married, Prof-specialty, Other-relative, White, Male, 0, 0, 40, United-States,?
tst1364,51, Private, 171914, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 50, United-States,?
tst1365,32, Private, 147284, Assoc-voc, 11, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 50, United-States,?
tst1366,23, Private, 141272, Bachelors, 13, Never-married, Other-service, Own-child, Black, Female, 0, 0, 30, United-States,?
tst1367,40, Private, 124747, HS-grad, 9, Married-civ-spouse, Craft-repair, Wife, White, Female, 7298, 0, 40, United-States,?
tst1368,61, Private, 139391, Some-college, 10, Never-married, Tech-support, Own-child, White, Male, 0, 0, 16, United-States,?
tst1369,19, Private, 220101, Some-college, 10, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States,?
tst1370,51, Local-gov, 96190, Some-college, 10, Married-civ-spouse, Adm-clerical, Wife, White, Female, 0, 0, 40, United-States,?
tst1371,44, Private, 43711, Bachelors, 13, Never-married, Other-service, Not-in-family, White, Male, 0, 0, 48, United-States,?
tst1372,20, Private, 37932, HS-grad, 9, Never-married, Other-service, Own-child, White, Male, 0, 0, 50, United-States,?
tst1373,28, Private, 83879, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male, 0, 0, 40, United-States,?
tst1374,36, Private, 234271, Some-college, 10, Never-married, Craft-repair, Not-in-family, White, Female, 0, 0, 40, United-States,?
tst1375,23, Private, 228230, Some-college, 10, Married-civ-spouse, Sales, Wife, White, Female, 0, 0, 47, United-States,?
tst1376,22, Private, 351381, Assoc-voc, 11, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States,?
tst1377,67, Private, 150516, 7th-8th, 4, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 24, United-States,?
tst1378,54, State-gov, 249096, Assoc-voc, 11, Married-civ-spouse, Protective-serv, Husband, White, Male, 0, 0, 40, United-States,?
tst1379,47, Private, 200471, Assoc-voc, 11, Married-civ-spouse, Adm-clerical, Husband, White, Male, 4064, 0, 40, United-States,?
tst1380,78, Self-emp-not-inc, 82815, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 3, United-States,?
tst1381,36, Private, 254202, HS-grad, 9, Divorced, Exec-managerial, Unmarried, White, Female, 0, 0, 50, United-States,?
tst1382,53, Private, 287317, HS-grad, 9, Divorced, Machine-op-inspct, Unmarried, Black, Male, 0, 0, 32, United-States,?
tst1383,30, Private, 195576, Some-college, 10, Never-married, Prof-specialty, Own-child, White, Male, 3325, 0, 50, United-States,?
tst1384,23, Private, 117767, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States,?
tst1385,39, Private, 205359, Assoc-acdm, 12, Widowed, Adm-clerical, Unmarried, White, Female, 0, 0, 45, United-States,?
tst1386,39, ?, 240226, HS-grad, 9, Married-civ-spouse, ?, Husband, Black, Male, 0, 0, 40, United-States,?
tst1387,41, Private, 108713, 10th, 6, Never-married, Sales, Own-child, White, Female, 0, 0, 40, United-States,?
tst1388,25, Private, 97789, Bachelors, 13, Never-married, Sales, Own-child, White, Male, 0, 0, 50, United-States,?
tst1389,49, Private, 97411, 7th-8th, 4, Never-married, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Male, 0, 0, 45, Laos,?
tst1390,19, Private, 72355, Some-college, 10, Never-married, Other-service, Not-in-family, White, Male, 0, 0, 20, United-States,?
tst1391,42, Private, 182108, Bachelors, 13, Never-married, Exec-managerial, Not-in-family, White, Female, 0, 0, 35, United-States,?
tst1392,38, Private, 192939, HS-grad, 9, Divorced, Craft-repair, Unmarried, White, Male, 0, 0, 40, United-States,?
tst1393,66, ?, 182378, 7th-8th, 4, Married-civ-spouse, ?, Husband, White, Male, 0, 0, 30, United-States,?
tst1394,28, Private, 59335, Bachelors, 13, Married-civ-spouse, Adm-clerical, Other-relative, White, Female, 0, 0, 15, United-States,?
tst1395,25, Private, 178037, Some-college, 10, Never-married, Adm-clerical, Own-child, White, Male, 0, 0, 35, United-States,?
tst1396,37, Self-emp-not-inc, 286146, HS-grad, 9, Married-spouse-absent, Other-service, Unmarried, Black, Female, 0, 0, 40, United-States,?
tst1397,35, Private, 282951, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 70, United-States,?
tst1398,42, State-gov, 24264, Some-college, 10, Divorced, Transport-moving, Unmarried, White, Male, 0, 0, 38, United-States,?
tst1399,25, Private, 38488, HS-grad, 9, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 40, United-States,?
tst1400,68, Private, 211287, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 2392, 40, United-States,?
tst1401,51, Self-emp-inc, 46281, Some-college, 10, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 50, United-States,?
tst1402,27, Private, 190525, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 7298, 0, 55, United-States,?
tst1403,47, Federal-gov, 204900, HS-grad, 9, Married-civ-spouse, Prof-specialty, Wife, Black, Female, 0, 0, 40, United-States,?
tst1404,34, Private, 366898, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, Germany,?
tst1405,54, Private, 278329, HS-grad, 9, Married-spouse-absent, Exec-managerial, Not-in-family, White, Female, 0, 0, 43, United-States,?
tst1406,19, Local-gov, 276973, Some-college, 10, Never-married, Prof-specialty, Own-child, White, Female, 0, 0, 20, United-States,?
tst1407,27, Private, 102889, Some-college, 10, Divorced, Machine-op-inspct, Unmarried, White, Female, 0, 0, 40, United-States,?
tst1408,35, Private, 182898, HS-grad, 9, Never-married, Adm-clerical, Not-in-family, White, Male, 8614, 0, 40, United-States,?
tst1409,21, Private, 96844, Some-college, 10, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 20, United-States,?
tst1410,22, Private, 324922, HS-grad, 9, Never-married, Machine-op-inspct, Not-in-family, White, Male, 0, 0, 50, United-States,?
tst1411,45, Private, 151518, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 45, United-States,?
tst1412,35, Self-emp-not-inc, 238802, HS-grad, 9, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 50, United-States,?
tst1413,44, Self-emp-inc, 178510, Some-college, 10, Never-married, Sales, Not-in-family, White, Male, 0, 2258, 60, United-States,?
tst1414,29, Self-emp-not-inc, 229341, HS-grad, 9, Never-married, Craft-repair, Not-in-family, White, Male, 0, 0, 50, United-States,?
tst1415,64, Private, 47298, Doctorate, 16, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 60, United-States,?
tst1416,44, Private, 125461, Doctorate, 16, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 60, United-States,?
tst1417,28, Federal-gov, 183445, HS-grad, 9, Never-married, Exec-managerial, Unmarried, White, Female, 0, 0, 70, Puerto-Rico,?
tst1418,45, Self-emp-not-inc, 220978, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States,?
tst1419,46, Private, 261059, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 1977, 50, United-States,?
tst1420,35, Private, 31269, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States,?
tst1421,30, Private, 128016, Bachelors, 13, Never-married, Exec-managerial, Not-in-family, White, Female, 0, 0, 55, United-States,?
tst1422,31, Federal-gov, 484669, Some-college, 10, Never-married, Tech-support, Not-in-family, White, Male, 0, 0, 40, United-States,?
tst1423,61, Private, 380462, 7th-8th, 4, Married-civ-spouse, Farming-fishing, Husband, Black, Male, 0, 0, 40, United-States,?
tst1424,54, Private, 135388, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 5178, 0, 40, United-States,?
tst1425,49, Self-emp-not-inc, 181547, Assoc-acdm, 12, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 30, Columbia,?
tst1426,52, Private, 95704, 9th, 5, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 40, United-States,?
tst1427,21, ?, 214635, Some-college, 10, Never-married, ?, Own-child, White, Male, 0, 0, 24, United-States,?
tst1428,55, Self-emp-not-inc, 99551, Bachelors, 13, Widowed, Sales, Unmarried, White, Female, 0, 0, 15, United-States,?
tst1429,26, Local-gov, 205570, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States,?
tst1430,19, Private, 96483, HS-grad, 9, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female, 0, 0, 40, United-States,?
tst1431,52, Private, 203392, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 5013, 0, 40, United-States,?
tst1432,21, Private, 314165, Some-college, 10, Never-married, Sales, Own-child, White, Male, 0, 0, 40, Columbia,?
tst1433,34, Private, 85374, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States,?
tst1434,48, Private, 148995, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States,?
tst1435,38, Local-gov, 282753, Assoc-voc, 11, Divorced, Exec-managerial, Own-child, White, Male, 0, 0, 40, United-States,?
tst1436,37, Private, 174150, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States,?
tst1437,38, Private, 165466, HS-grad, 9, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 60, United-States,?
tst1438,50, Private, 150975, HS-grad, 9, Divorced, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Female, 0, 0, 40, United-States,?
tst1439,46, Self-emp-inc, 120902, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 3103, 0, 37, United-States,?
tst1440,27, Private, 341672, Some-college, 10, Never-married, Adm-clerical, Other-relative, Asian-Pac-Islander, Male, 0, 0, 40, India,?
tst1441,48, Private, 149210, HS-grad, 9, Separated, Craft-repair, Unmarried, Black, Male, 0, 0, 45, United-States,?
tst1442,43, State-gov, 28451, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 37, United-States,?
tst1443,69, ?, 107575, HS-grad, 9, Divorced, ?, Not-in-family, White, Female, 2964, 0, 35, United-States,?
